,index,Country,Ladder Score,Freedom,GDP,Life Expectancy,Generosity,Year,Regional indicator
558,98,Ivory Coast,4.944,0.35200000000000004,0.569,0.23199999999999998,0.154,2019,Sub-Saharan Africa
559,99,Nepal,4.913,0.439,0.446,0.677,0.285,2019,South Asia
560,100,Jordan,4.906000000000001,0.38299999999999995,0.8370000000000001,0.815,0.11,2019,Middle East and North Africa
561,101,Benin,4.883,0.349,0.39299999999999996,0.397,0.175,2019,Sub-Saharan Africa
562,102,Congo (Brazzaville),4.812,0.37200000000000005,0.6729999999999999,0.508,0.105,2019,Sub-Saharan Africa
563,103,Gabon,4.7989999999999995,0.295,1.057,0.5710000000000001,0.043,2019,Sub-Saharan Africa
564,104,Laos,4.796,0.547,0.764,0.551,0.266,2019,Southeast Asia
565,105,South Africa,4.7219999999999995,0.389,0.96,0.469,0.13,2019,Sub-Saharan Africa
566,106,Albania,4.718999999999999,0.38299999999999995,0.9470000000000001,0.8740000000000001,0.17800000000000002,2019,Central and Eastern Europe
567,107,Venezuela,4.707,0.154,0.96,0.805,0.064,2019,Latin America and Caribbean
568,108,Cambodia,4.7,0.609,0.574,0.637,0.23199999999999998,2019,Southeast Asia
569,109,Palestinian Territories,4.696000000000001,0.225,0.657,0.672,0.10300000000000001,2019,Middle East and North Africa
570,110,Senegal,4.681,0.292,0.45,0.5710000000000001,0.153,2019,Sub-Saharan Africa
571,111,Somalia,4.668,0.5589999999999999,0.0,0.268,0.243,2019,
572,112,Namibia,4.638999999999999,0.401,0.879,0.47700000000000004,0.07,2019,Sub-Saharan Africa
573,113,Niger,4.628,0.318,0.138,0.366,0.188,2019,Sub-Saharan Africa
574,114,Burkina Faso,4.587,0.255,0.331,0.38,0.177,2019,Sub-Saharan Africa
575,115,Armenia,4.559,0.28300000000000003,0.85,0.815,0.095,2019,Commonwealth of Independent States
576,116,Iran,4.548,0.305,1.1,0.785,0.27,2019,Middle East and North Africa
577,117,Guinea,4.534,0.332,0.38,0.375,0.207,2019,Sub-Saharan Africa
578,118,Georgia,4.519,0.34600000000000003,0.8859999999999999,0.752,0.043,2019,Commonwealth of Independent States
579,119,Gambia,4.516,0.382,0.308,0.428,0.26899999999999996,2019,Sub-Saharan Africa
580,120,Kenya,4.5089999999999995,0.431,0.512,0.581,0.37200000000000005,2019,Sub-Saharan Africa
581,121,Mauritania,4.49,0.066,0.57,0.489,0.106,2019,Sub-Saharan Africa
582,122,Mozambique,4.466,0.494,0.204,0.39,0.19699999999999998,2019,Sub-Saharan Africa
583,123,Tunisia,4.461,0.16699999999999998,0.9209999999999999,0.815,0.059000000000000004,2019,Middle East and North Africa
584,124,Bangladesh,4.456,0.527,0.562,0.723,0.166,2019,South Asia
585,125,Iraq,4.437,0.24100000000000002,1.043,0.574,0.14800000000000002,2019,Middle East and North Africa
586,126,Congo (Kinshasa),4.418,0.26899999999999996,0.094,0.35700000000000004,0.212,2019,Sub-Saharan Africa
587,127,Mali,4.39,0.327,0.385,0.308,0.153,2019,Sub-Saharan Africa
588,128,Sierra Leone,4.374,0.309,0.268,0.242,0.252,2019,Sub-Saharan Africa
589,129,Sri Lanka,4.3660000000000005,0.47,0.9490000000000001,0.831,0.244,2019,South Asia
590,130,Myanmar,4.36,0.525,0.71,0.555,0.5660000000000001,2019,Southeast Asia
591,131,Chad,4.35,0.174,0.35,0.192,0.198,2019,Sub-Saharan Africa
592,132,Ukraine,4.332,0.17800000000000002,0.82,0.7390000000000001,0.187,2019,Commonwealth of Independent States
593,133,Ethiopia,4.2860000000000005,0.344,0.336,0.532,0.209,2019,Sub-Saharan Africa
594,134,Swaziland,4.212,0.313,0.8109999999999999,0.0,0.07400000000000001,2019,Sub-Saharan Africa
595,135,Uganda,4.189,0.35600000000000004,0.332,0.44299999999999995,0.252,2019,Sub-Saharan Africa
596,136,Egypt,4.166,0.24100000000000002,0.9129999999999999,0.644,0.076,2019,Middle East and North Africa
597,137,Zambia,4.107,0.431,0.578,0.426,0.247,2019,Sub-Saharan Africa
598,138,Togo,4.085,0.293,0.275,0.41,0.177,2019,Sub-Saharan Africa
599,139,India,4.015,0.498,0.755,0.588,0.2,2019,South Asia
600,140,Liberia,3.975,0.37,0.073,0.44299999999999995,0.233,2019,Sub-Saharan Africa
601,141,Comoros,3.9730000000000003,0.142,0.27399999999999997,0.505,0.275,2019,Sub-Saharan Africa
602,142,Madagascar,3.9330000000000003,0.14800000000000002,0.27399999999999997,0.555,0.16899999999999998,2019,Sub-Saharan Africa
603,143,Lesotho,3.802,0.359,0.489,0.168,0.107,2019,Sub-Saharan Africa
604,144,Burundi,3.775,0.22,0.046,0.38,0.17600000000000002,2019,Sub-Saharan Africa
605,145,Zimbabwe,3.6630000000000003,0.361,0.366,0.433,0.151,2019,Sub-Saharan Africa
606,146,Haiti,3.597,0.026000000000000002,0.32299999999999995,0.449,0.419,2019,Latin America and Caribbean
607,147,Botswana,3.488,0.455,1.041,0.5379999999999999,0.025,2019,Sub-Saharan Africa
608,148,Syria,3.4619999999999997,0.013000000000000001,0.619,0.44,0.331,2019,
609,149,Malawi,3.41,0.44299999999999995,0.191,0.495,0.218,2019,Sub-Saharan Africa
610,150,Yemen,3.38,0.14300000000000002,0.287,0.46299999999999997,0.10800000000000001,2019,Middle East and North Africa
611,151,Rwanda,3.3339999999999996,0.555,0.359,0.614,0.217,2019,Sub-Saharan Africa
612,152,Tanzania,3.2310000000000003,0.41700000000000004,0.47600000000000003,0.499,0.276,2019,Sub-Saharan Africa
613,153,Afghanistan,3.2030000000000003,0.0,0.35,0.361,0.158,2019,South Asia
614,154,Central African Republic,3.083,0.225,0.026000000000000002,0.105,0.235,2019,Sub-Saharan Africa
615,155,South Sudan,2.853,0.01,0.306,0.295,0.20199999999999999,2019,Sub-Saharan Africa
616,0,Finland,7.808700085,0.949172199,10.63926697,71.9008255,-0.059482019000000004,2020,Western Europe
617,1,Denmark,7.645599842,0.9514442679999999,10.77400112,72.40250397,0.06620177599999999,2020,Western Europe
618,2,Switzerland,7.559899807000001,0.921336651,10.97993279,74.10244751,0.105911039,2020,Western Europe
619,3,Iceland,7.504499912000001,0.948891878,10.77255917,73.0,0.246944219,2020,Western Europe
620,4,Norway,7.487999916000001,0.955750287,11.08780384,73.20078278,0.13453263,2020,Western Europe
621,5,Netherlands,7.448900223,0.908547819,10.81271172,72.30091858,0.20761244,2020,Western Europe
622,6,Sweden,7.353499889,0.939144194,10.75879383,72.60076904,0.111614622,2020,Western Europe
623,7,New Zealand,7.2996001239999995,0.9362174870000001,10.50094318,73.20262909,0.191598073,2020,North America and ANZ
624,8,Austria,7.294199944,0.899989486,10.7428236,73.00250244,0.085429221,2020,Western Europe
625,9,Luxembourg,7.2375001910000005,0.90563643,11.45068073,72.59999847,-0.004620588,2020,Western Europe
626,10,Canada,7.23210001,0.9339132309999999,10.69236851,73.60160065,0.124770768,2020,North America and ANZ
627,11,Australia,7.222799778,0.915431738,10.72059631,73.60453796,0.19046016,2020,North America and ANZ
628,12,United Kingdom,7.164500237,0.834743679,10.60013485,72.30160522,0.263732493,2020,Western Europe
629,13,Israel,7.128600121,0.7475805879999999,10.41752529,73.20025635,0.10259372,2020,Middle East and North Africa
630,14,Costa Rica,7.121399879,0.9347389340000001,9.658156395,71.29985046,-0.10242971,2020,Latin America and Caribbean
631,15,Ireland,7.093699932000001,0.8869829770000001,11.16097832,72.30078888,0.145784974,2020,Western Europe
632,16,Germany,7.075799942000001,0.867371082,10.7328186,72.20201874,0.08017938599999999,2020,Western Europe
633,17,United States,6.939599991000001,0.842619538,10.92576885,68.29949951,0.149891734,2020,North America and ANZ
634,18,Czech Republic,6.9109001160000005,0.818537354,10.40416336,70.04793549,-0.230861515,2020,Central and Eastern Europe
635,19,Belgium,6.863500117999999,0.813582063,10.673639300000001,72.00164795,-0.078691199,2020,Western Europe
636,20,United Arab Emirates,6.790800095,0.941345513,11.1099987,67.08278656,0.123450845,2020,Middle East and North Africa
637,21,Malta,6.772799968999999,0.9249114390000001,10.53383827,72.19999695,0.214965805,2020,Western Europe
638,22,France,6.663799762999999,0.8254676459999999,10.58422279,73.80193329,-0.130641967,2020,Western Europe
639,23,Mexico,6.465000152999999,0.8587092759999999,9.797797203,68.29902649,-0.175266623,2020,Latin America and Caribbean
640,24,Taiwan,6.45539999,0.77153033,10.77568531,69.59999847,-0.07319869799999999,2020,East Asia
641,25,Uruguay,6.440100192999999,0.892395437,9.948192596,69.00254822,-0.101103112,2020,Latin America and Caribbean
642,26,Saudi Arabia,6.406499863,0.854191244,10.79781246,66.30514526,-0.16869506199999998,2020,Middle East and North Africa
643,27,Spain,6.4008998870000005,0.751989543,10.46292686,74.40270996,-0.050961714000000005,2020,Western Europe
644,28,Guatemala,6.398900032,0.9081475729999999,8.924805641,64.8089447,-0.042938665,2020,Latin America and Caribbean
645,29,Italy,6.38740015,0.66465199,10.48183632,73.60168457,-0.04346099900000001,2020,Western Europe
646,30,Singapore,6.377099991000001,0.926645339,11.39552116,76.80458069,0.029879224,2020,Southeast Asia
647,31,Brazil,6.375599861,0.799804807,9.56643486,66.48016357,-0.10181239199999999,2020,Latin America and Caribbean
648,32,Slovenia,6.363399982000001,0.936142623,10.39232254,71.1029892,-0.080603383,2020,Central and Eastern Europe
649,33,El Salvador,6.34829998,0.833805263,8.909075737,66.10826111,-0.12107297800000001,2020,Latin America and Caribbean
650,34,Kosovo,6.325200081,0.861535907,9.204429626,63.88555527,0.19093376399999998,2020,Central and Eastern Europe
651,35,Panama,6.304800033999999,0.880366504,10.03423405,69.60301208,-0.153927714,2020,Latin America and Caribbean
652,36,Slovakia,6.280600071,0.7499526740000001,10.34774971,68.90634155,-0.12440930300000001,2020,Central and Eastern Europe
653,37,Uzbekistan,6.257599831,0.974998116,8.740371704,65.10757446,0.248427153,2020,Commonwealth of Independent States
654,38,Chile,6.228499889,0.7448962929999999,10.0320549,69.90061951,-0.065668367,2020,Latin America and Caribbean
655,39,Bahrain,6.227300167,0.905855775,10.67638016,68.5,0.13372919,2020,Middle East and North Africa
656,40,Lithuania,6.215499877999999,0.747381449,10.34362602,67.29407501,-0.21972529600000001,2020,Central and Eastern Europe
657,41,Trinidad and Tobago,6.1918997760000005,0.8579071159999999,10.26000214,63.5,0.000526841,2020,Latin America and Caribbean
658,42,Poland,6.1862998010000005,0.8620557790000001,10.26512432,69.31113434,-0.205084071,2020,Central and Eastern Europe
659,43,Colombia,6.163400172999999,0.8361799120000001,9.500369072,67.69958496,-0.161235645,2020,Latin America and Caribbean
660,44,Cyprus,6.15899992,0.7798582909999999,10.40570259,73.70222473,0.043731495999999995,2020,Western Europe
661,45,Nicaragua,6.13710022,0.8639028670000001,8.493160247999999,67.50717926,0.020959141,2020,Latin America and Caribbean
662,46,Romania,6.123700142000001,0.842823207,10.107584,67.20723724,-0.19781521,2020,Central and Eastern Europe
663,47,Kuwait,6.102099895,0.8723664879999999,11.08982468,66.76764679,-0.100184701,2020,Middle East and North Africa
664,48,Mauritius,6.101299762999999,0.889534533,9.956786156,66.40434265,-0.018318573,2020,Sub-Saharan Africa
665,49,Kazakhstan,6.0578999520000005,0.811601937,10.11465836,64.60996246,-0.068488635,2020,Commonwealth of Independent States
666,50,Estonia,6.0218000410000005,0.87770915,10.34001732,68.60495758,-0.111697771,2020,Central and Eastern Europe
667,51,Philippines,6.006000042,0.915463448,8.993545532,61.92676163,-0.105463006,2020,Southeast Asia
668,52,Hungary,6.000400066,0.718964577,10.24924374,67.60997009,-0.19432301800000001,2020,Central and Eastern Europe
669,53,Thailand,5.9987998010000005,0.905063033,9.741791725,67.25059509,0.268685192,2020,Southeast Asia
670,54,Argentina,5.974699974,0.831132412,9.810955048,68.80380249,-0.194913864,2020,Latin America and Caribbean
671,55,Honduras,5.953199862999999,0.870603263,8.424534798,67.19876862,0.086969115,2020,Latin America and Caribbean
672,56,Latvia,5.9499998089999995,0.671237648,10.17531967,66.8074646,-0.186888844,2020,Central and Eastern Europe
673,57,Ecuador,5.925199986,0.8598289490000001,9.246058463999999,68.50003815,-0.127014965,2020,Latin America and Caribbean
674,58,Portugal,5.9109001160000005,0.8887478109999999,10.26374245,72.40202332,-0.220714301,2020,Western Europe
675,59,Jamaica,5.889800072000001,0.8580685259999999,9.006250381000001,67.09999847,-0.12510676699999998,2020,Latin America and Caribbean
676,60,South Korea,5.872399807000001,0.6129651070000001,10.51056671,73.60272979999999,-0.043404032,2020,East Asia
677,61,Japan,5.870800018,0.8099613790000001,10.57968903,75.00096893,-0.24691034899999997,2020,East Asia
678,62,Peru,5.796800137000001,0.8247660990000001,9.456313133,68.10023499,-0.16238822,2020,Latin America and Caribbean
679,63,Serbia,5.77820015,0.726495862,9.680980682000001,68.21020508,-0.073676221,2020,Central and Eastern Europe
680,64,Bolivia,5.747499942999999,0.875873327,8.851115227000001,63.6004715,-0.09168113,2020,Latin America and Caribbean
681,65,Pakistan,5.69329977,0.734833717,8.482727051,58.25313568,0.04489987,2020,South Asia
682,66,Paraguay,5.6921000479999995,0.885923445,9.389982224,65.63993835,0.007997713,2020,Latin America and Caribbean
683,67,Dominican Republic,5.6891999239999995,0.8662027720000001,9.664880753,65.80748749,-0.131263286,2020,Latin America and Caribbean
684,68,Bosnia and Herzegovina,5.674099922000001,0.651352704,9.455817223,67.80813599,0.098274559,2020,Central and Eastern Europe
685,69,Moldova,5.607500076,0.721609175,8.776714325,65.01301575,-0.037741039,2020,Commonwealth of Independent States
686,70,Tajikistan,5.555699825,0.831383407,8.024810791,64.10459137,-0.025088511,2020,Commonwealth of Independent States
687,71,Montenegro,5.54610014,0.649565637,9.751860619,68.50534821,-0.075600356,2020,Central and Eastern Europe
688,72,Russia,5.546000004,0.729892612,10.12887192,64.10045624,-0.151153743,2020,Commonwealth of Independent States
689,73,Kyrgyzstan,5.541500092000001,0.909374893,8.148405075,64.10601044,0.15477205800000002,2020,Commonwealth of Independent States
690,74,Belarus,5.539899826,0.6391630770000001,9.779945374,66.10433197,-0.164926544,2020,Commonwealth of Independent States
691,75,North Cyprus,5.53550005,0.79529351,10.40570259,73.70222473,0.00022715900000000003,2020,Western Europe
692,76,Greece,5.514999866,0.5413451189999999,10.13232613,72.40525818,-0.30090737300000003,2020,Western Europe
693,77,Hong Kong,5.510399818,0.7798337940000001,10.934671400000001,76.77170563,0.134979904,2020,East Asia
694,78,Croatia,5.504700184,0.714838803,10.07087517,70.21490479,-0.128538325,2020,Central and Eastern Europe
695,79,Libya,5.488800049,0.773157001,9.789815903,62.29999924,-0.085054487,2020,Middle East and North Africa
696,80,Mongolia,5.4562001229999995,0.693351328,9.412186623,62.30448532,0.09809386699999999,2020,East Asia
697,81,Malaysia,5.384300232,0.8946268559999999,10.26251888,67.10215759,0.11472679699999999,2020,Southeast Asia
698,82,Vietnam,5.353499889,0.939592957,8.809545517,67.95273590000001,-0.094533332,2020,Southeast Asia
699,83,Indonesia,5.285600185,0.8706144090000001,9.36975193,62.15584946,0.519586504,2020,Southeast Asia
700,84,Ivory Coast,5.233300208999999,0.727909327,8.225561142,49.50377274,-0.043991156,2020,Sub-Saharan Africa
701,85,Benin,5.21600008,0.735182583,7.674319744,54.31246567,-0.003537213,2020,Sub-Saharan Africa
702,86,Maldives,5.197599888,0.8539627790000001,9.518632889,70.59999847,0.038085497999999995,2020,South Asia
703,87,Congo (Brazzaville),5.1943998339999995,0.7190585140000001,8.536987305,57.92448044,-0.123674095,2020,Sub-Saharan Africa
704,88,Azerbaijan,5.164800167,0.786824107,9.687726974,65.50839996,-0.24025528100000001,2020,Commonwealth of Independent States
705,89,Macedonia,5.1598000530000006,0.738840938,9.510591507000001,67.50442505,-0.019877451,2020,Central and Eastern Europe
706,90,Ghana,5.1479997630000005,0.794796526,8.350645065,57.20398712,0.09417085300000001,2020,Sub-Saharan Africa
707,91,Nepal,5.137199879,0.797565043,7.925357342000001,63.77917862,0.154168829,2020,South Asia
708,92,Turkey,5.131800175,0.6088304520000001,10.12941933,66.90281677,-0.17104643600000002,2020,Middle East and North Africa
709,93,China,5.123899937,0.898517907,9.688568115,69.2891922,-0.18142575,2020,East Asia
710,94,Turkmenistan,5.119100093999999,0.8264570240000001,9.74803257,62.21170807,0.187671542,2020,Commonwealth of Independent States
711,95,Bulgaria,5.101500034,0.745178163,9.869318962000001,66.80397797,-0.143908441,2020,Central and Eastern Europe
712,96,Morocco,5.094799995,0.772072434,8.940313339,65.89624023,-0.240377247,2020,Middle East and North Africa
713,97,Cameroon,5.084899902,0.7630518079999999,8.118647575,52.704940799999996,-0.00149645,2020,Sub-Saharan Africa
714,98,Venezuela,5.053199768,0.62327832,8.977793693999999,66.50534058,-0.16909050899999997,2020,Latin America and Caribbean
715,99,Algeria,5.005099773,0.46661090899999996,9.537964821000001,65.90517426,-0.121105164,2020,Middle East and North Africa
716,100,Senegal,4.980800152,0.6905961629999999,8.118982315,59.59915161,-0.052335154,2020,Sub-Saharan Africa
717,101,Guinea,4.949299812,0.7068467740000001,7.750990391,54.46780014,0.076328471,2020,Sub-Saharan Africa
718,102,Niger,4.909599781,0.759772122,6.842166901000001,53.50009537,0.013860817,2020,Sub-Saharan Africa
719,103,Laos,4.888599873,0.907213569,8.79858017,58.70992279,0.11137148,2020,Southeast Asia
720,104,Albania,4.882699966000001,0.7819942240000001,9.417930603,68.70813751,-0.042309489000000006,2020,Central and Eastern Europe
721,105,Cambodia,4.8484001160000005,0.9597046379999999,8.249890327000001,61.52996826,0.051911179,2020,Southeast Asia
722,106,Bangladesh,4.832799911,0.90062499,8.287063599,64.50306702,-0.033664726,2020,South Asia
723,107,Gabon,4.829299927,0.7048292159999999,9.680537224,59.71533966,-0.22226162300000002,2020,Sub-Saharan Africa
724,108,South Africa,4.814099789,0.7593300940000001,9.403370857,56.50601196,-0.10977732400000001,2020,Sub-Saharan Africa
725,109,Iraq,4.7848000530000006,0.633182645,9.661095619,59.90354919,-0.06956476,2020,Middle East and North Africa
726,110,Lebanon,4.771500111,0.5513575079999999,9.3617239,67.10658264,-0.06121527,2020,Middle East and North Africa
727,111,Burkina Faso,4.768700123,0.665563583,7.46854496,53.88945389,-0.019080516000000002,2020,Sub-Saharan Africa
728,112,Gambia,4.750599861,0.733163178,7.321814537000001,55.01201629999999,0.34319871700000004,2020,Sub-Saharan Africa
729,113,Mali,4.729300021999999,0.71156615,7.629852295,51.72698212,-0.044366925999999994,2020,Sub-Saharan Africa
730,114,Nigeria,4.724100113,0.759578407,8.57662487,49.86190796,0.033745807,2020,Sub-Saharan Africa
731,115,Armenia,4.676799774,0.7120178340000001,9.100476265,66.75065613,-0.13877961,2020,Commonwealth of Independent States
732,116,Georgia,4.672599792,0.8016415240000001,9.226100922,64.49520874,-0.22892037,2020,Commonwealth of Independent States
733,117,Iran,4.672399998,0.647873282,9.813719749,66.00614929,0.11789110300000001,2020,Middle East and North Africa
734,118,Jordan,4.6333999630000005,0.75104779,9.025999069,66.79975128,-0.162565202,2020,Middle East and North Africa
735,119,Mozambique,4.623600006,0.864451885,7.069345951,54.20582199,0.032375867999999995,2020,Sub-Saharan Africa
736,120,Kenya,4.583000183,0.829747558,8.02977562,60.09693146,0.294681519,2020,Sub-Saharan Africa
737,121,Namibia,4.571100235,0.767520964,9.203141212,56.50148773,-0.18530646,2020,Sub-Saharan Africa
738,122,Ukraine,4.56069994,0.663081884,9.010690689,64.60678101,-0.030933706000000002,2020,Commonwealth of Independent States
739,123,Liberia,4.557899952,0.735268712,7.054380417000001,56.09631348,0.04227322,2020,Sub-Saharan Africa
740,124,Palestinian Territories,4.552800179,0.645791829,8.389223099,62.25,-0.162079096,2020,Middle East and North Africa
741,125,Uganda,4.43200016,0.7317139509999999,7.500389576,55.70820236,0.099487431,2020,Sub-Saharan Africa
742,126,Chad,4.422699928,0.587305248,7.467963696,48.22053909,0.017834719,2020,Sub-Saharan Africa
743,127,Tunisia,4.392199993,0.593361557,9.314972877999999,66.89785767,-0.216413811,2020,Middle East and North Africa
744,128,Mauritania,4.374599934,0.551522553,8.233919144,57.01017761,-0.10600814199999999,2020,Sub-Saharan Africa
745,129,Sri Lanka,4.327000141,0.837633669,9.389969826,67.20006561,0.081129618,2020,South Asia
746,130,Congo (Kinshasa),4.31099987,0.700793564,6.694256306000001,52.90000153,0.083637655,2020,Sub-Saharan Africa
747,131,Swaziland,4.3081002239999995,0.646822274,9.16267395,51.18823624,-0.19920142,2020,Sub-Saharan Africa
748,132,Myanmar,4.308000088,0.895075202,8.680481911000001,58.96171188,0.560663998,2020,Southeast Asia
749,133,Comoros,4.288599968,0.547612607,7.833630085,57.34901047,0.09000840800000001,2020,Sub-Saharan Africa
750,134,Togo,4.187200069,0.6498286129999999,7.357711315,54.71989822,0.002667875,2020,Sub-Saharan Africa
751,135,Ethiopia,4.186200142,0.740795195,7.5093855860000005,58.63959122,0.043377332000000005,2020,Sub-Saharan Africa
752,136,Madagascar,4.165599823,0.5575740929999999,7.281685829,59.10542679,-0.011823638999999999,2020,Sub-Saharan Africa
753,137,Egypt,4.151400089,0.708354175,9.316541672,61.78015137,-0.196878314,2020,Middle East and North Africa
754,138,Sierra Leone,3.926399946,0.715315044,7.26880312,50.86514282,0.088660747,2020,Sub-Saharan Africa
755,139,Burundi,3.775300026,0.626350224,6.492642403,53.40000153,-0.017551597,2020,Sub-Saharan Africa
756,140,Zambia,3.759399891,0.806500256,8.224720001,55.29937744,0.078037128,2020,Sub-Saharan Africa
757,141,Haiti,3.720799923,0.537825167,7.411329268999999,55.59862518,0.40053457,2020,Latin America and Caribbean
758,142,Lesotho,3.6528000830000003,0.738125861,7.9604883189999995,48.00362396,-0.145732045,2020,Sub-Saharan Africa
759,143,India,3.573299885,0.8814448709999999,8.849823952000001,60.21518707,0.057551607000000005,2020,South Asia
760,144,Malawi,3.538000107,0.803223193,7.062226295,57.59288788,0.021433279,2020,Sub-Saharan Africa
761,145,Yemen,3.5274000169999997,0.599920273,7.759682655,56.72728348,-0.157735437,2020,Middle East and North Africa
762,146,Botswana,3.4788999560000002,0.8213281040000001,9.711203575,58.92445374,-0.250394493,2020,Sub-Saharan Africa
763,147,Tanzania,3.4762001039999997,0.82153976,7.967665195,57.49607468,0.10966868699999999,2020,Sub-Saharan Africa
764,148,Central African Republic,3.475899935,0.640880644,6.625160217,45.20000076,0.082410358,2020,Sub-Saharan Africa
765,149,Rwanda,3.312299967,0.9005894059999999,7.600104332000001,61.09884644,0.055483952,2020,Sub-Saharan Africa
766,150,Zimbabwe,3.2992000580000003,0.711457908,7.865711688999999,55.61725998,-0.072063953,2020,Sub-Saharan Africa
767,151,South Sudan,2.8166000839999996,0.451313615,7.425359726,51.0,0.016518548,2020,Sub-Saharan Africa
768,152,Afghanistan,2.566900015,0.39657300700000003,7.4628605839999995,52.59000015,-0.0964294,2020,South Asia
